residence_panel,industry_bucket,industry_segment,employer,education,n
Lives outside BS,unknown,unknown,Coupling tech LTD,stem,1
Lives outside BS,unknown,unknown,Courage Juice | מיץ אומץ,unknown,1
Lives outside BS,unknown,unknown,Court,behavioral_sciences,1
Lives outside BS,high_tech,other_high_tech,Covalent API,unknown,1
Lives outside BS,unknown,unknown,Covance,unknown,1
Lives outside BS,unknown,unknown,Cover Genius,unknown,1
Lives outside BS,unknown,unknown,Covercy,unknown,1
Lives outside BS,unknown,unknown,Covidien,unknown,1
Lives outside BS,unknown,unknown,Cpart,unknown,1
Lives outside BS,unknown,unknown,Craft,unknown,1
Lives outside BS,unknown,unknown,Craft Boxi,unknown,1
Lives outside BS,unknown,unknown,Craftsman Technology Group,unknown,1
Lives outside BS,unknown,software_it_services,"Cramer, Amdocs OSS Division",unknown,1
Lives outside BS,unknown,unknown,Cramim Atid Binyamina,business_administration,1
Lives outside BS,unknown,unknown,Cramiyeda,non_stem,1
Lives outside BS,unknown,unknown,Creasens Israel Ltd.,unknown,1
Lives outside BS,unknown,unknown,Created By Event Israel,unknown,1
Lives outside BS,unknown,unknown,Creative Clicks,unknown,1
Lives outside BS,unknown,unknown,Creative Fabrica,unknown,1
Lives outside BS,unknown,unknown,Creative Shiny solutions,unknown,1
Lives outside BS,unknown,unknown,Creative Solutions - CRTV,unknown,1
Lives outside BS,high_tech,software_it_services,Credimatch,unknown,1
Lives outside BS,unknown,unknown,Creocean עקרונות הפיזיקה ככלי להעצמת הרוח והנפש,unknown,1
Lives outside BS,unknown,unknown,Creomagic Ltd,unknown,1
Lives outside BS,unknown,unknown,CrestBay,unknown,1
Lives outside BS,high_tech,other_high_tech,Crestron Electronic Company,unknown,1
Lives outside BS,high_tech,other_high_tech,Crestron Electronics,unknown,1
Lives outside BS,unknown,unknown,Criaterra Innovations,unknown,1
Lives outside BS,unknown,unknown,Critical Impact,unknown,1
Lives outside BS,unknown,unknown,Critical facility,unknown,1
Lives outside BS,unknown,unknown,Cronofy,unknown,1
Lives outside BS,unknown,unknown,Cronos Group,unknown,1
Lives outside BS,high_tech,other_high_tech,Cronos Israel,unknown,1
Lives outside BS,unknown,unknown,Cronos Israel,unknown,1
Lives outside BS,unknown,unknown,CropX,unknown,1
Lives outside BS,high_tech,software_it_services,CropX Technologies LTD,unknown,1
Lives outside BS,unknown,unknown,Cross Cultural Strategies Ltd.,unknown,1
Lives outside BS,unknown,unknown,Cross Israel Highway Ltd,unknown,1
Lives outside BS,high_tech,other_high_tech,Cross River,unknown,1
Lives outside BS,unknown,unknown,Cross River,unknown,1
Lives outside BS,unknown,unknown,CrossFit Jerusalem,economics,1
Lives outside BS,high_tech,software_it_services,Crossix Solutions,unknown,1
Lives outside BS,high_tech,other_high_tech,Crow Electronic Engineering Ltd.,unknown,1
Lives outside BS,unknown,cyber_security,Crowdstrike,unknown,1
Lives outside BS,unknown,unknown,Crown Plaza Resort Hotel,unknown,1
Lives outside BS,unknown,unknown,Crowne Plaza,unknown,1
Lives outside BS,unknown,unknown,Crowne Plaza Israel,non_stem,1
Lives outside BS,unknown,unknown,Crusoe,unknown,1
Lives outside BS,unknown,unknown,CryptoBit.co.il,economics,1
Lives outside BS,unknown,unknown,Crystal Clear- Smart Solutions for Recruiting & Career,unknown,1
Lives outside BS,unknown,unknown,Cunial Antonio,unknown,1
Lives outside BS,unknown,unknown,Cunial Antonio Israel L.T.D,business_administration,1
Lives outside BS,unknown,unknown,Cunial Antonio Israel L.T.D,unknown,1
Lives outside BS,unknown,unknown,CuraLife,unknown,1
Lives outside BS,unknown,unknown,CureFacts,unknown,1
Lives outside BS,unknown,unknown,CureLight,unknown,1
Lives outside BS,healthcare,healthcare_provider,Curespec,unknown,1
Lives outside BS,unknown,unknown,Currently Available for Work,unknown,1
Lives outside BS,unknown,unknown,Currently Unemployed,non_stem,1
Lives outside BS,unknown,unknown,Cust2Mate,unknown,1
Lives outside BS,unknown,unknown,Cust2Mate - A2Z (Nasdaq:AZ / FRA - WKN: A3CSQ ),unknown,1
Lives outside BS,unknown,unknown,Customs and Border Protection,unknown,1
Lives outside BS,unknown,unknown,Cx Plus Commissioning & Operation Services LTD,unknown,1
Lives outside BS,unknown,unknown,CyCognito,civil_engineering,1
Lives outside BS,high_tech,other_high_tech,CyCognito,unknown,1
Lives outside BS,high_tech,software_it_services,CyCognito,unknown,1
Lives outside BS,unknown,unknown,CyITS,unknown,1
Lives outside BS,unknown,unknown,CyTix,unknown,1
Lives outside BS,high_tech,other_high_tech,CyWat Technologies Ltd.,computer_science,1
Lives outside BS,high_tech,other_high_tech,Cyabra,unknown,1
Lives outside BS,unknown,unknown,Cyabra,unknown,1
Lives outside BS,unknown,unknown,Cyber Company,unknown,1
Lives outside BS,high_tech,other_high_tech,Cyber Education Center,stem,1
Lives outside BS,unknown,unknown,Cyber Intelligence Company,business_administration,1
Lives outside BS,unknown,unknown,Cyber Intelligence Company,unknown,1
Lives outside BS,unknown,unknown,Cyber X Consulting,unknown,1
Lives outside BS,unknown,unknown,Cyber company,unknown,1
Lives outside BS,unknown,unknown,Cyber start up,unknown,1
Lives outside BS,high_tech,cyber_security,CyberArk,business_administration,1
Lives outside BS,high_tech,cyber_security,CyberArk,computer_science,1
Lives outside BS,high_tech,cyber_security,CyberArk,stem,1
Lives outside BS,unknown,unknown,CyberBee,unknown,1
Lives outside BS,unknown,unknown,CyberDarks,unknown,1
Lives outside BS,high_tech,other_high_tech,CyberGym,unknown,1
Lives outside BS,high_tech,software_it_services,CyberGym,unknown,1
Lives outside BS,unknown,unknown,CyberMDX - A Forescout Company,unknown,1
Lives outside BS,unknown,unknown,CyberProof,unknown,1
Lives outside BS,unknown,unknown,Cybera-Labs,unknown,1
Lives outside BS,unknown,unknown,Cyberbee,unknown,1
Lives outside BS,unknown,unknown,Cyberglobes LTD,stem,1
Lives outside BS,unknown,unknown,Cyberillium,unknown,1
Lives outside BS,unknown,unknown,"Cybersecurity SaaS Startup, Digital Accessibility SaaS Startup, and AI-based Healthcare SaaS Startup",unknown,1
Lives outside BS,unknown,unknown,"Cybertech, Arromodia, Israeldefense",economics,1
Lives outside BS,high_tech,software_it_services,Cybord,unknown,1
Lives outside BS,unknown,unknown,Cycle,unknown,1
Lives outside BS,unknown,unknown,Cyclone Aviation Products,unknown,1
Lives outside BS,unknown,unknown,Cycode | Complete ASPM,unknown,1
Lives outside BS,unknown,unknown,Cyera,social_work,1
Lives outside BS,high_tech,other_high_tech,Cyera,unknown,1
Lives outside BS,high_tech,software_it_services,Cyfair Labs,unknown,1
Lives outside BS,unknown,unknown,Cyfair Labs,unknown,1
Lives outside BS,unknown,unknown,Cyflow,unknown,1
Lives outside BS,high_tech,software_it_services,Cyght,electrical_engineering,1
Lives outside BS,unknown,unknown,Cylestio,unknown,1
Lives outside BS,unknown,unknown,Cylus,unknown,1
Lives outside BS,high_tech,other_high_tech,Cymer,unknown,1
Lives outside BS,unknown,unknown,Cynamics,unknown,1
Lives outside BS,high_tech,software_it_services,Cynerio,unknown,1
Lives outside BS,unknown,unknown,Cyolo,economics,1
Lives outside BS,high_tech,software_it_services,Cyolo,unknown,1
Lives outside BS,unknown,unknown,Cyolo,unknown,1
Lives outside BS,unknown,unknown,CypherAI,unknown,1
Lives outside BS,unknown,unknown,Cypress Semiconductor Corporation,unknown,1
Lives outside BS,high_tech,software_it_services,Cytactic,unknown,1
Lives outside BS,unknown,unknown,Cytactic,unknown,1
Lives outside BS,unknown,unknown,Cytonus Therapeutics,unknown,1
Lives outside BS,unknown,unknown,Czamanski & Ben Shahar Ltd.,unknown,1
Lives outside BS,unknown,unknown,Czapnik,unknown,1
Lives outside BS,unknown,unknown,Czech Embassy in Tbilisi,unknown,1
Lives outside BS,unknown,unknown,Czech University of Life Sciences Prague,geography,1
Lives outside BS,healthcare,healthcare_provider,D Medical Cannabis,nursing,1
Lives outside BS,unknown,unknown,D&A Capital,business_administration,1
Lives outside BS,high_tech,other_high_tech,D&P Clean Rooms Ltd,business_administration,1
Lives outside BS,unknown,unknown,D+H,unknown,1
Lives outside BS,unknown,unknown,D-BLK Architects,unknown,1
Lives outside BS,high_tech,software_it_services,D-Fend Solutions,unknown,1
Lives outside BS,high_tech,other_high_tech,D. Shilian Engineering LTD,unknown,1
Lives outside BS,unknown,unknown,D.B LOG,unknown,1
Lives outside BS,unknown,unknown,D.D. TechFinders,unknown,1
Lives outside BS,high_tech,other_high_tech,D.E Engineering LTD,unknown,1
Lives outside BS,unknown,unknown,D.I.T,unknown,1
Lives outside BS,high_tech,other_high_tech,D.M Benatav,unknown,1
Lives outside BS,unknown,unknown,DAC,unknown,1
Lives outside BS,unknown,unknown,DADA Creatit,unknown,1
Lives outside BS,unknown,unknown,DAEWOO INTERNATIONAL CORPORATION,unknown,1
Lives outside BS,healthcare,healthcare_provider,DALI Medical Devices Ltd.,unknown,1
Lives outside BS,unknown,unknown,DAMAC Properties,unknown,1
Lives outside BS,unknown,unknown,DAN BELDER Consulting,unknown,1
Lives outside BS,unknown,unknown,DANEL,unknown,1
Lives outside BS,unknown,unknown,DANIELER ENGINEERING LTD,unknown,1
Lives outside BS,unknown,unknown,DART,unknown,1
Lives outside BS,unknown,unknown,DAT Freight & Analytics,unknown,1
Lives outside BS,unknown,unknown,DATA Detection Technologies Ltd.,unknown,1
Lives outside BS,unknown,unknown,DATASTEP,unknown,1
Lives outside BS,unknown,unknown,DATwise,unknown,1
Lives outside BS,high_tech,other_high_tech,DAVID ENGINEERS LTD,civil_engineering,1
Lives outside BS,unknown,unknown,DAVID WITTENBERG Engineers,mechanical_engineering,1
Lives outside BS,high_tech,other_high_tech,DAVID WITTENBERG Engineers,unknown,1
Lives outside BS,unknown,unknown,DAZN X,unknown,1
Lives outside BS,unknown,unknown,DB Systems IL,unknown,1
Lives outside BS,unknown,unknown,DBS Communications,unknown,1
Lives outside BS,unknown,unknown,DBTech Programmers Ltd.,unknown,1
Lives outside BS,unknown,unknown,DC Action for Children,unknown,1
Lives outside BS,unknown,unknown,DC Tier Solutions,unknown,1
Lives outside BS,unknown,unknown,DCX - Mission Critical Engineering,unknown,1
Lives outside BS,unknown,unknown,DD- Vintage Auto Imports,mechanical_engineering,1
Lives outside BS,unknown,unknown,DDC,civil_engineering,1
Lives outside BS,high_tech,other_high_tech,DDR&D (MAFAT),unknown,1
Lives outside BS,unknown,unknown,DDR&D (MAFAT) - Directorate of Defense Research & Development,economics,1
Lives outside BS,unknown,unknown,DDR&D (MAFAT) - Directorate of Defense Research & Development,unknown,1
Lives outside BS,unknown,unknown,DDR&D - IMOD (MAFAT),unknown,1
Lives outside BS,unknown,unknown,DEFENSE1,unknown,1
Lives outside BS,unknown,unknown,DEGEL.US Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,DEKEL,stem,1
Lives outside BS,unknown,unknown,DEKRA Product Testing & Certification,unknown,1
Lives outside BS,unknown,unknown,DELEKSAN RECYCLING LTD,non_stem,1
Lives outside BS,unknown,unknown,DERECH HALEV foreign workers for nursing,unknown,1
Lives outside BS,unknown,unknown,DESIGN CHECK LTD,unknown,1
Lives outside BS,unknown,unknown,DGL- Compliance and Risk Management,unknown,1
Lives outside BS,unknown,unknown,DGN Games,industrial_engineering,1
Lives outside BS,unknown,unknown,DGS Laser Safety,stem,1
Lives outside BS,unknown,unknown,DHL Express - Israel,economics,1
Lives outside BS,unknown,unknown,DHL Freight,unknown,1
Lives outside BS,unknown,unknown,DHL Global Forwarding,non_stem,1
Lives outside BS,unknown,unknown,DHL global forwarding - Israel,unknown,1
Lives outside BS,unknown,unknown,DHV MED,biology,1
Lives outside BS,unknown,unknown,DHV MED,chemical_engineering,1
Lives outside BS,unknown,unknown,DHV MED,geography,1
Lives outside BS,high_tech,other_high_tech,DHVMED – Engineering and Environmental Consulting,biology,1
Lives outside BS,unknown,unknown,DIA management and development personal and organization,unknown,1
Lives outside BS,unknown,unknown,DIDI Group,accounting_and_finance,1
Lives outside BS,unknown,unknown,DIGin Digital,unknown,1
Lives outside BS,high_tech,other_high_tech,DIP-TECH,unknown,1
Lives outside BS,high_tech,other_high_tech,DK Consulting,computer_science,1
Lives outside BS,unknown,unknown,DK Leadership & Purpose Consulting,unknown,1
Lives outside BS,unknown,unknown,DL Invest Group,unknown,1
Lives outside BS,unknown,unknown,DLS,unknown,1
Lives outside BS,unknown,unknown,DNAidea - public entrepreneurship,unknown,1
Lives outside BS,unknown,unknown,DNV,unknown,1
Lives outside BS,unknown,unknown,DOCERE,unknown,1
Lives outside BS,unknown,unknown,DOCTOR Clinix,unknown,1
Lives outside BS,unknown,unknown,DOConvert,unknown,1
Lives outside BS,unknown,unknown,DOEHLER AUSTRALIA PTY LTD,linguistics,1
Lives outside BS,unknown,unknown,DOLE PHILIPPINES INCORPORATED,unknown,1
Lives outside BS,unknown,unknown,DOR,chemical_engineering,1
Lives outside BS,unknown,unknown,DOR Pharmaceutical Services,unknown,1
Lives outside BS,unknown,unknown,DOR.KY,chemical_engineering,1
Lives outside BS,high_tech,other_high_tech,DOROT CONTROL VALVE,unknown,1
Lives outside BS,unknown,unknown,DOT Project Management Ltd.,unknown,1
Lives outside BS,high_tech,software_it_services,"DOTS, Data of The Soil",unknown,1
Lives outside BS,unknown,unknown,DPC Holdings,unknown,1
Lives outside BS,unknown,unknown,DPE Medical,unknown,1
Lives outside BS,unknown,unknown,DR Utilight Ltd,unknown,1
Lives outside BS,unknown,unknown,DR. Vider Longeviy,unknown,1
Lives outside BS,unknown,unknown,DREAM,stem,1
Lives outside BS,high_tech,software_it_services,DRIVENETS,unknown,1
Lives outside BS,unknown,unknown,DROM HASSHARON SERVICES,behavioral_sciences,1
Lives outside BS,unknown,unknown,DRS RADA Technologies,electrical_and_computer_engineering,1
Lives outside BS,unknown,unknown,DS Financial Solutions,unknown,1
Lives outside BS,unknown,unknown,DS Investments Group,unknown,1
Lives outside BS,unknown,unknown,DS1 Media,unknown,1
Lives outside BS,unknown,unknown,DSBG,unknown,1
Lives outside BS,high_tech,other_high_tech,DSIT SOLUTIONS Ltd.,unknown,1
Lives outside BS,unknown,unknown,DSIT SOLUTIONS Ltd.,unknown,1
Lives outside BS,unknown,unknown,DSIT Solutions Ltd,unknown,1
Lives outside BS,unknown,unknown,DSO Technologies,unknown,1
Lives outside BS,high_tech,other_high_tech,DSP Group,unknown,1
Lives outside BS,unknown,unknown,DSP Group,unknown,1
Lives outside BS,unknown,unknown,DSPC,unknown,1
Lives outside BS,unknown,unknown,DSRL / Pcubed,unknown,1
Lives outside BS,unknown,unknown,DSRaider,unknown,1
Lives outside BS,high_tech,semiconductors_hardware,DSV + DSV at Intel Corporation,geography,1
Lives outside BS,unknown,unknown,DSV - Global Transport and Logistics,behavioral_sciences,1
Lives outside BS,unknown,unknown,DSV - Global Transport and Logistics,economics,1
Lives outside BS,unknown,unknown,DSW-ICL,unknown,1
Lives outside BS,unknown,unknown,DT,unknown,1
Lives outside BS,unknown,unknown,DTU - Technical University of Denmark,unknown,1
Lives outside BS,unknown,unknown,DTZ Canada Inc.,unknown,1
Lives outside BS,unknown,unknown,DUBI SHAMIR LTD,unknown,1
Lives outside BS,unknown,unknown,"DUNDICS ENTERPRISES, INC.",unknown,1
Lives outside BS,unknown,unknown,DVCOM,unknown,1
Lives outside BS,unknown,unknown,DYN Diagnostics,unknown,1
Lives outside BS,unknown,unknown,DYN Diagnostics Ltd,unknown,1
Lives outside BS,unknown,unknown,DaBoost,unknown,1
Lives outside BS,unknown,unknown,DaCucina Kitchens,unknown,1
Lives outside BS,unknown,unknown,Dagan Bouzaglo,unknown,1
Lives outside BS,unknown,unknown,Dagesh Group,civil_engineering,1
Lives outside BS,unknown,unknown,Dahlia - Meditation and mindfulness,unknown,1
Lives outside BS,unknown,unknown,Daily Back Up Ltd.,unknown,1
Lives outside BS,unknown,unknown,Dainippon Screen,unknown,1
Lives outside BS,high_tech,other_high_tech,Dairycs,unknown,1
Lives outside BS,unknown,unknown,Dairycs,unknown,1
Lives outside BS,high_tech,other_high_tech,Daisy,unknown,1
Lives outside BS,unknown,unknown,Daka90 | דקה 90,economics,1
Lives outside BS,unknown,unknown,Dakrim,unknown,1
Lives outside BS,unknown,unknown,Dalas Paper Products LTD,behavioral_sciences,1
Lives outside BS,high_tech,other_high_tech,Dalet,unknown,1
Lives outside BS,high_tech,other_high_tech,Dalet Digital Media Systems,unknown,1
Lives outside BS,unknown,unknown,Dalia Hotel.,unknown,1
Lives outside BS,unknown,unknown,Dalkia Technical & Energy Services,business_administration,1
Lives outside BS,unknown,unknown,Damco,unknown,1
Lives outside BS,unknown,unknown,Dan Ben Amram engineering and management ltd,civil_engineering,1
Lives outside BS,unknown,unknown,Dan Darom Company For Public Transportation Ltd.,unknown,1
